date,year,mounth,day,weekday,temp,pres,prec,wind,absenteeism
20161209,2016,12,9,5,-2,740,2,9.0,4
20161210,2016,12,10,6,-18,755,2,6.0,3
20161212,2016,12,12,1,-2,750,0,6.0,2
20161213,2016,12,13,2,-12,760,0,3.0,3
20161214,2016,12,14,3,1,751,0,7.0,3
20161215,2016,12,15,4,-1,746,0,4.0,3
20161216,2016,12,16,5,-14,754,0,1.0,4
20161217,2016,12,17,6,-15,752,0,2.0,3
20161219,2016,12,19,1,-15,756,2,7.0,3
20161220,2016,12,20,2,-10,758,2,8.0,3
20161221,2016,12,21,3,-14,750,2,3.0,3
20161222,2016,12,22,4,-29,763,0,1.0,3
20161223,2016,12,23,5,-27,758,2,2.0,2
20161224,2016,12,24,6,-27,762,0,5.0,2
20161226,2016,12,26,1,-13,761,2,4.0,1
20161227,2016,12,27,2,-13,757,0,2.0,0
20161228,2016,12,28,3,-6,755,0,9.0,0
20161229,2016,12,29,4,-10,755,2,6.0,1
20180112,2018,1,12,5,-10,749,0,2.0,2
20180113,2018,1,13,6,-17,751,0,,3
20180115,2018,1,15,1,-20,751,0,,3
20180116,2018,1,16,2,-14,746,0,2.0,2
20180117,2018,1,17,3,-11,750,0,4.0,3
20180118,2018,1,18,4,-13,758,0,2.0,2
20180119,2018,1,19,5,-13,761,0,1.0,3
20180120,2018,1,20,6,-28,767,0,2.0,9
20180122,2018,1,22,1,-25,770,0,2.0,10
20180123,2018,1,23,2,-31,771,0,2.0,9
20180124,2018,1,24,3,-27,771,0,1.0,9
20180125,2018,1,25,4,-27,772,0,1.0,9
20180126,2018,1,26,5,-23,775,0,1.0,7
20180127,2018,1,27,6,-25,775,0,1.0,7
20180129,2018,1,29,1,-14,758,0,1.0,2
20180130,2018,1,30,2,-16,764,0,2.0,4
20180131,2018,1,31,3,-16,765,0,1.0,3
20180201,2018,2,1,4,-12,762,0,,3
20180202,2018,2,2,5,-12,760,0,1.0,4
20180203,2018,2,3,6,-8,758,0,1.0,5
20180205,2018,2,5,1,-7,763,0,2.0,4
20180206,2018,2,6,2,-14,761,0,,4
20180207,2018,2,7,3,-13,764,0,1.0,5
20180208,2018,2,8,4,-9,768,0,2.0,5
20180209,2018,2,9,5,-9,767,0,1.0,5
20180210,2018,2,10,6,-6,761,0,2.0,6
20180212,2018,2,12,1,-7,753,0,1.0,4
20180213,2018,2,13,2,-10,753,0,1.0,5
20180214,2018,2,14,3,-8,750,0,2.0,4
20180215,2018,2,15,4,-9,749,0,2.0,4
20180216,2018,2,16,5,-16,760,0,1.0,5
20180217,2018,2,17,6,-18,764,0,1.0,5
20180219,2018,2,19,1,-13,761,0,1.0,6
20180220,2018,2,20,2,-6,760,0,2.0,6
20180221,2018,2,21,3,-5,753,0,1.0,6
20180222,2018,2,22,4,-4,745,0,4.0,5
20180224,2018,2,24,6,-10,749,0,1.0,8
20180226,2018,2,26,1,-13,757,0,2.0,5
20180227,2018,2,27,2,-13,759,0,2.0,5
20180228,2018,2,28,3,-11,748,0,3.0,6
20180301,2018,3,1,4,-11,738,0,3.0,5
20180302,2018,3,2,5,-16,746,0,1.0,6
20180303,2018,3,3,6,-12,755,0,1.0,6
20180305,2018,3,5,1,0,750,0,,4
20180306,2018,3,6,2,-2,750,0,2.0,4
20180307,2018,3,7,3,-2,742,0,1.0,4
20180309,2018,3,9,5,-7,747,0,1.0,7
20180310,2018,3,10,6,-6,743,0,3.0,4
20180312,2018,3,12,1,-10,755,0,2.0,3
20180313,2018,3,13,2,-8,759,0,2.0,4
20180314,2018,3,14,3,-7,752,0,2.0,3
20180315,2018,3,15,4,0,752,0,1.0,4
20180316,2018,3,16,5,-1,753,0,2.0,5
20180317,2018,3,17,6,-1,754,0,2.0,4
20180319,2018,3,19,1,4,743,0,2.0,3
20180320,2018,3,20,2,-5,757,0,2.0,3
20180321,2018,3,21,3,-4,745,0,1.0,3
20180322,2018,3,22,4,-1,744,0,1.0,2
20180402,2018,4,2,1,1,757,0,2.0,4
20180403,2018,4,3,2,-1,754,0,3.0,3
20180404,2018,4,4,3,-4,767,0,2.0,3
20180405,2018,4,5,4,4,760,0,1.0,3
20180406,2018,4,6,5,8,748,0,2.0,3
20180407,2018,4,7,6,6,745,0,1.0,4
20180409,2018,4,9,1,5,745,0,2.0,3
20180410,2018,4,10,2,3,743,0,1.0,3
20180411,2018,4,11,3,1,749,0,4.0,4
20180412,2018,4,12,4,10,747,0,2.0,3
20180413,2018,4,13,5,13,739,0,2.0,4
20180414,2018,4,14,6,5,743,0,3.0,5
20180416,2018,4,16,1,12,737,0,2.0,3
20180417,2018,4,17,2,2,744,0,5.0,4
20180418,2018,4,18,3,1,751,0,3.0,4
20180419,2018,4,19,4,6,747,0,1.0,3
20180420,2018,4,20,5,9,749,0,4.0,4
20180421,2018,4,21,6,16,744,0,2.0,5
20180423,2018,4,23,1,12,740,0,1.0,3
20180424,2018,4,24,2,11,746,0,1.0,3
20180425,2018,4,25,3,14,745,0,,3
20180426,2018,4,26,4,7,749,0,4.0,3
20180427,2018,4,27,5,9,752,0,3.0,3
20180428,2018,4,28,6,9,746,0,,4
20180430,2018,4,30,1,20,740,0,2.0,1
20180503,2018,5,3,4,10,751,0,2.0,3
20180504,2018,5,4,5,11,748,0,1.0,4
20180505,2018,5,5,6,2,732,0,3.0,4
20180507,2018,5,7,1,5,748,0,4.0,4
20180508,2018,5,8,2,5,740,0,1.0,4
20180510,2018,5,10,4,13,752,0,1.0,4
20180511,2018,5,11,5,18,737,0,1.0,4
20180512,2018,5,12,6,10,733,0,4.0,5
20180514,2018,5,14,1,11,741,0,4.0,3
20180515,2018,5,15,2,8,737,0,2.0,3
20180516,2018,5,16,3,6,741,0,3.0,4
20180517,2018,5,17,4,1,746,0,3.0,3
20180518,2018,5,18,5,9,743,0,2.0,3
20180519,2018,5,19,6,2,746,0,5.0,2
20180521,2018,5,21,1,17,745,0,1.0,4
20180522,2018,5,22,2,11,738,0,1.0,4
20180523,2018,5,23,3,11,736,0,2.0,3
20180524,2018,5,24,4,6,749,0,3.0,2
20180525,2018,5,25,5,9,742,0,1.0,2
20180526,2018,5,26,6,12,740,0,1.0,4
20180528,2018,5,28,1,8,743,0,2.0,1
20180529,2018,5,29,2,19,741,0,2.0,3
20180530,2018,5,30,3,25,734,0,2.0,1
20180531,2018,5,31,4,7,743,0,3.0,1
20180502,2018,5,2,3,7,748,0,1.0,0
20170904,2017,9,4,1,22,744,0,2.0,1
20170905,2017,9,5,2,16,747,0,1.0,1
20170906,2017,9,6,3,16,744,0,1.0,2
20170907,2017,9,7,4,8,738,0,1.0,1
20170908,2017,9,8,5,9,746,0,2.0,2
20170909,2017,9,9,6,11,749,0,1.0,2
20170911,2017,9,11,1,18,734,0,2.0,2
20170912,2017,9,12,2,15,737,0,1.0,2
20170913,2017,9,13,3,10,750,0,2.0,3
20170914,2017,9,14,4,10,753,0,3.0,3
20170915,2017,9,15,5,18,747,0,3.0,3
20170916,2017,9,16,6,20,743,0,3.0,4
20170918,2017,9,18,1,19,742,0,2.0,3
20170919,2017,9,19,2,11,743,0,2.0,3
20170920,2017,9,20,3,9,751,0,2.0,4
20170921,2017,9,21,4,12,738,0,3.0,3
20170922,2017,9,22,5,5,745,0,,4
20170923,2017,9,23,6,2,745,0,1.0,5
20170925,2017,9,25,1,4,758,0,2.0,4
20170926,2017,9,26,2,5,759,0,1.0,4
20170927,2017,9,27,3,6,755,0,1.0,3
20170928,2017,9,28,4,6,747,0,2.0,3
20170929,2017,9,29,5,5,748,0,1.0,5
20170930,2017,9,30,6,5,752,0,2.0,4
20171002,2017,10,2,1,5,749,0,1.0,3
20171003,2017,10,3,2,9,740,0,1.0,2
20171004,2017,10,4,3,4,743,0,1.0,3
20171005,2017,10,5,4,3,747,0,,2
20171006,2017,10,6,5,3,756,0,1.0,3
20171007,2017,10,7,6,6,766,0,,3
20171009,2017,10,9,1,6,761,0,,2
20171010,2017,10,10,2,8,758,0,1.0,3
20171011,2017,10,11,3,8,753,0,2.0,3
20171012,2017,10,12,4,6,759,0,1.0,3
20171013,2017,10,13,5,5,757,0,1.0,4
20171014,2017,10,14,6,8,753,0,1.0,4
20171016,2017,10,16,1,6,746,0,2.0,3
20171017,2017,10,17,2,8,752,0,2.0,3
20171018,2017,10,18,3,5,746,0,2.0,3
20171019,2017,10,19,4,7,746,0,1.0,3
20171020,2017,10,20,5,6,742,0,2.0,3
20171021,2017,10,21,6,6,741,0,,4
20171023,2017,10,23,1,1,753,0,1.0,2
20171024,2017,10,24,2,8,741,0,1.0,2
20171025,2017,10,25,3,0,746,0,2.0,2
20171026,2017,10,26,4,-1,755,0,3.0,2
20171027,2017,10,27,5,-1,759,0,1.0,2
20171028,2017,10,28,6,5,745,0,2.0,2
20171106,2017,11,6,1,-1,749,0,3.0,6
20171107,2017,11,7,2,-1,746,0,2.0,4
20171108,2017,11,8,3,-1,754,0,1.0,3
20171109,2017,11,9,4,3,743,0,1.0,3
20171110,2017,11,10,5,-1,743,0,4.0,4
20171111,2017,11,11,6,-10,757,0,3.0,4
20171113,2017,11,13,1,-3,753,0,,3
20171114,2017,11,14,2,-2,751,0,1.0,3
20171115,2017,11,15,3,-14,758,0,2.0,4
20171116,2017,11,16,4,-15,761,0,1.0,4
20171117,2017,11,17,5,-7,755,0,1.0,4
20171118,2017,11,18,6,-2,750,0,1.0,5
20171120,2017,11,20,1,-2,758,0,2.0,4
20171121,2017,11,21,2,-2,759,0,2.0,4
20171122,2017,11,22,3,-2,759,0,2.0,4
20171123,2017,11,23,4,-4,758,0,1.0,3
20171124,2017,11,24,5,-4,756,0,1.0,4
20171125,2017,11,25,6,-5,745,0,1.0,5
20171127,2017,11,27,1,-10,762,0,1.0,5
20171128,2017,11,28,2,-8,760,0,,4
20171201,2017,12,1,5,-10,759,0,1.0,5
20171202,2017,12,2,6,-11,762,0,,6
20171204,2017,12,4,1,-10,759,0,1.0,3
20171205,2017,12,5,2,-7,755,0,2.0,3
20171206,2017,12,6,3,-8,761,0,1.0,3
20171207,2017,12,7,4,-8,763,0,1.0,4
20171208,2017,12,8,5,-6,760,0,1.0,3
20171209,2017,12,9,6,-7,752,0,,4
20171211,2017,12,11,1,-6,754,0,1.0,3
20171212,2017,12,12,2,-10,758,0,,4
20171213,2017,12,13,3,-14,768,0,,4
20171214,2017,12,14,4,-17,771,0,,4
20171215,2017,12,15,5,-20,772,0,1.0,4
20171216,2017,12,16,6,-19,768,0,1.0,4
20171218,2017,12,18,1,-18,769,0,,2
20171219,2017,12,19,2,-21,764,0,,3
20171220,2017,12,20,3,-20,757,0,,2
20171221,2017,12,21,4,-16,754,0,1.0,2
20171222,2017,12,22,5,-12,757,0,1.0,2
20171223,2017,12,23,6,-8,755,0,,2
20171225,2017,12,25,1,1,736,0,1.0,2
20171226,2017,12,26,2,-6,737,0,3.0,1
20171227,2017,12,27,3,-3,740,0,1.0,0
20171228,2017,12,28,4,-13,758,0,3.0,0
20180601,2018,6,1,5,24,745,0,2.0,1
20180602,2018,6,2,6,27,738,0,2.0,1
20180604,2018,6,4,1,14,743,0,3.0,0
20180605,2018,6,5,2,20,744,0,2.0,1
20180606,2018,6,6,3,28,749,0,1.0,0
20180607,2018,6,7,4,30,746,0,1.0,0
20180608,2018,6,8,5,29,740,0,1.0,0
20180609,2018,6,9,6,22,740,0,1.0,0
20190114,2019,1,14,1,-7,746,0,1.0,3
20190115,2019,1,15,2,-8,751,0,1.0,3
20190116,2019,1,16,3,-13,758,0,,3
20190117,2019,1,17,4,-10,757,0,1.0,3
20190118,2019,1,18,5,-7,751,0,2.0,4
20190119,2019,1,19,6,-2,749,0,1.0,5
20190121,2019,1,21,1,-4,755,0,2.0,4
20190122,2019,1,22,2,-10,756,0,,4
20190123,2019,1,23,3,-10,755,0,1.0,3
20190124,2019,1,24,4,-17,758,0,1.0,4
20190125,2019,1,25,5,-13,751,0,2.0,5
20190126,2019,1,26,6,-21,752,0,2.0,5
20190128,2019,1,28,1,-23,766,0,1.0,4
20190129,2019,1,29,2,-14,752,0,1.0,4
20190130,2019,1,30,3,-20,752,0,2.0,5
20190201,2019,2,1,5,-32,764,0,2.0,9
20190204,2019,2,4,1,-35,763,0,,10
20190205,2019,2,5,2,-24,761,0,1.0,7
20190206,2019,2,6,3,-24,756,0,2.0,8
20190207,2019,2,7,4,-28,768,0,1.0,7
20190208,2019,2,8,5,-26,770,0,1.0,7
20190209,2019,2,9,6,-17,763,0,1.0,8
20190211,2019,2,11,1,-19,756,0,,3
20190212,2019,2,12,2,-14,758,0,,3
20190213,2019,2,13,3,-12,759,0,1.0,3
20190214,2019,2,14,4,-12,760,0,1.0,4
20190215,2019,2,15,5,-7,756,0,1.0,5
20190216,2019,2,16,6,-8,764,0,9.0,3
20190218,2019,2,18,1,-6,753,0,4.0,4
20190219,2019,2,19,2,-7,755,0,5.0,4
20190220,2019,2,20,3,-6,753,0,4.0,4
20190221,2019,2,21,4,-1,747,0,4.0,4
20190222,2019,2,22,5,-3,744,0,3.0,4
20190301,2019,3,1,5,-6,750,0,3.0,4
20190302,2019,3,2,6,-3,750,0,2.0,5
20190304,2019,3,4,1,2,750,0,4.0,3
20190305,2019,3,5,2,-5,755,0,7.0,3
20190306,2019,3,6,3,-4,757,2,3.0,5
20190307,2019,3,7,4,-1,757,0,7.0,3
20190309,2019,3,9,6,-6,763,0,1.0,1
20190311,2019,3,11,1,-5,758,0,4.0,3
20190312,2019,3,12,2,0,760,0,3.0,4
20190313,2019,3,13,3,3,756,0,2.0,3
20190314,2019,3,14,4,3,758,0,2.0,3
20190315,2019,3,15,5,3,750,0,2.0,3
20190316,2019,3,16,6,0,750,0,4.0,5
20190318,2019,3,18,1,-7,766,0,2.0,3
20190319,2019,3,19,2,-5,763,0,2.0,3
20190320,2019,3,20,3,-4,765,0,2.0,4
20190321,2019,3,21,4,1,763,0,2.0,3
20190322,2019,3,22,5,3,756,0,2.0,4
20190323,2019,3,23,6,7,754,0,,3
20190325,2019,3,25,1,4,760,0,1.0,3
20190326,2019,3,26,2,4,762,0,3.0,2
20190404,2019,4,4,4,7,755,0,3.0,2
20190405,2019,4,5,5,5,752,0,2.0,3
20190406,2019,4,6,6,11,753,0,3.0,6
20190408,2019,4,8,1,4,764,0,3.0,3
20190409,2019,4,9,2,10,755,0,1.0,2
20190410,2019,4,10,3,11,755,0,3.0,3
20190411,2019,4,11,4,5,759,0,2.0,3
20190412,2019,4,12,5,10,756,0,5.0,4
20190413,2019,4,13,6,12,748,0,3.0,5
20190415,2019,4,15,1,3,749,0,2.0,3
20190416,2019,4,16,2,3,747,0,3.0,4
20190417,2019,4,17,3,5,744,0,4.0,3
20190418,2019,4,18,4,-6,750,0,4.0,4
20190419,2019,4,19,5,2,758,0,4.0,4
20190420,2019,4,20,6,5,749,0,4.0,6
20190422,2019,4,22,1,8,758,0,3.0,3
20190423,2019,4,23,2,9,753,0,2.0,3
20190424,2019,4,24,3,12,749,0,1.0,5
20190425,2019,4,25,4,9,741,1,3.0,4
20190426,2019,4,26,5,9,746,0,4.0,6
20190427,2019,4,27,6,2,749,0,3.0,5
20190429,2019,4,29,1,12,743,0,5.0,4
20190430,2019,4,30,2,17,737,3,1.0,4
20190502,2019,5,2,4,7,758,0,2.0,7
20190503,2019,5,3,5,10,761,0,3.0,8
20190504,2019,5,4,6,12,761,0,1.0,3
20190506,2019,5,6,1,16,758,0,2.0,5
20190507,2019,5,7,2,21,757,0,2.0,5
20190508,2019,5,8,3,28,752,0,2.0,6
20190510,2019,5,10,5,14,761,0,2.0,8
20190511,2019,5,11,6,16,755,0,3.0,8
20190513,2019,5,13,1,5,752,0,3.0,4
20190514,2019,5,14,2,8,749,0,5.0,6
20190515,2019,5,15,3,8,752,0,1.0,5
20190516,2019,5,16,4,12,756,0,1.0,4
20190517,2019,5,17,5,11,756,0,5.0,5
20190518,2019,5,18,6,14,747,0,7.0,1
20190520,2019,5,20,1,16,744,0,5.0,4
20190521,2019,5,21,2,10,740,0,3.0,4
20190522,2019,5,22,3,13,744,0,3.0,3
20190523,2019,5,23,4,11,749,0,6.0,2
20190524,2019,5,24,5,16,751,0,2.0,2
20190525,2019,5,25,6,18,747,0,5.0,4
20190527,2019,5,27,1,14,761,0,4.0,3
20190528,2019,5,28,2,20,756,0,5.0,1
20190529,2019,5,29,3,24,751,0,3.0,1
20190530,2019,5,30,4,16,743,1,4.0,1
20190531,2019,5,31,5,14,746,0,5.0,1
20180903,2018,9,3,1,9,750,0,1.0,1
20180904,2018,9,4,2,13,756,0,1.0,1
20180905,2018,9,5,3,16,757,0,1.0,1
20180906,2018,9,6,4,20,751,0,1.0,1
20180907,2018,9,7,5,21,744,0,1.0,2
20180908,2018,9,8,6,17,742,0,3.0,2
20180910,2018,9,10,1,17,741,0,1.0,3
20180911,2018,9,11,2,6,748,0,1.0,3
20180912,2018,9,12,3,8,752,0,2.0,3
20180913,2018,9,13,4,12,752,0,,4
20180914,2018,9,14,5,19,743,0,2.0,4
20180915,2018,9,15,6,17,743,0,3.0,5
20180917,2018,9,17,1,10,751,0,1.0,4
20180918,2018,9,18,2,20,747,0,1.0,3
20180919,2018,9,19,3,22,744,0,1.0,2
20180920,2018,9,20,4,16,746,0,1.0,3
20180921,2018,9,21,5,14,743,0,1.0,3
20180922,2018,9,22,6,12,744,0,2.0,5
20180924,2018,9,24,1,20,753,0,2.0,3
20180925,2018,9,25,2,22,753,0,1.0,3
20180926,2018,9,26,3,23,747,0,1.0,3
20180927,2018,9,27,4,15,751,0,3.0,2
20180928,2018,9,28,5,17,752,0,2.0,3
20181001,2018,10,1,1,20,743,0,2.0,2
20181002,2018,10,2,2,9,747,0,1.0,3
20181003,2018,10,3,3,8,755,0,2.0,3
20181004,2018,10,4,4,12,756,0,1.0,3
20181005,2018,10,5,5,16,754,0,1.0,3
20181006,2018,10,6,6,20,752,0,1.0,5
20181008,2018,10,8,1,11,755,0,2.0,3
20181009,2018,10,9,2,15,750,0,1.0,3
20181010,2018,10,10,3,8,749,0,3.0,3
20181011,2018,10,11,4,10,749,0,2.0,2
20181012,2018,10,12,5,18,740,0,2.0,2
20181013,2018,10,13,6,16,732,0,2.0,3
20181015,2018,10,15,1,6,752,0,1.0,2
20181016,2018,10,16,2,2,746,0,1.0,2
20181017,2018,10,17,3,7,750,0,1.0,2
20181018,2018,10,18,4,7,745,0,2.0,3
20181019,2018,10,19,5,6,746,0,1.0,3
20181020,2018,10,20,6,3,748,0,1.0,5
20181022,2018,10,22,1,2,742,0,3.0,4
20181023,2018,10,23,2,-1,750,0,3.0,2
20181024,2018,10,24,3,5,752,0,2.0,3
20181025,2018,10,25,4,8,752,0,1.0,3
20181026,2018,10,26,5,10,755,0,1.0,4
20181027,2018,10,27,6,12,748,0,2.0,5
20181029,2018,10,29,1,3,752,0,2.0,6
20181106,2018,11,6,2,-3,748,0,,3
20181107,2018,11,7,3,-6,746,0,,3
20181108,2018,11,8,4,0,739,0,,3
20181109,2018,11,9,5,-13,746,0,,3
20181110,2018,11,10,6,-17,755,0,,4
20181112,2018,11,12,1,-15,756,0,,2
20181113,2018,11,13,2,-9,757,0,1.0,3
20181114,2018,11,14,3,-8,761,0,1.0,4
20181115,2018,11,15,4,-8,756,0,1.0,4
20181116,2018,11,16,5,-7,763,0,1.0,3
20181117,2018,11,17,6,-9,754,0,2.0,4
20181119,2018,11,19,1,-12,759,0,,5
20181120,2018,11,20,2,-6,752,0,1.0,3
20181121,2018,11,21,3,-6,747,0,1.0,4
20181122,2018,11,22,4,-2,741,0,1.0,3
20181123,2018,11,23,5,-3,744,0,3.0,5
20181124,2018,11,24,6,-4,731,0,2.0,4
20181126,2018,11,26,1,-8,752,0,,5
20181127,2018,11,27,2,-9,749,0,1.0,4
20181128,2018,11,28,3,-5,747,0,4.0,6
20181129,2018,11,29,4,-5,746,0,1.0,4
20181130,2018,11,30,5,-15,737,0,3.0,5
20181105,2018,11,5,1,0,748,0,2.0,0
20181201,2018,12,1,6,-21,758,0,1.0,5
20181203,2018,12,3,1,-15,757,0,2.0,4
20181204,2018,12,4,2,-25,772,0,1.0,4
20181205,2018,12,5,3,-28,773,0,,6
20181206,2018,12,6,4,-22,766,0,,5
20181207,2018,12,7,5,-19,761,0,1.0,6
20181208,2018,12,8,6,-15,761,0,1.0,6
20181210,2018,12,10,1,-16,758,0,,4
20181211,2018,12,11,2,-14,758,0,1.0,4
20181212,2018,12,12,3,-10,755,0,1.0,4
20181213,2018,12,13,4,-13,755,0,2.0,5
20181214,2018,12,14,5,-8,753,0,3.0,5
20181215,2018,12,15,6,-9,754,0,3.0,6
20181217,2018,12,17,1,-14,754,0,2.0,4
20181218,2018,12,18,2,-11,753,0,1.0,3
20181219,2018,12,19,3,-9,745,0,1.0,3
20181220,2018,12,20,4,-24,759,0,2.0,3
20181221,2018,12,21,5,-17,761,0,1.0,3
20181222,2018,12,22,6,-17,755,0,1.0,4
20181224,2018,12,24,1,-30,766,0,1.0,3
20181225,2018,12,25,2,-23,770,0,1.0,2
20181226,2018,12,26,3,-22,770,0,,1
20181227,2018,12,27,4,-23,770,0,,1
20181228,2018,12,28,5,-25,766,0,,0
20181229,2018,12,29,6,-21,758,0,1.0,0
